TIME,RPM,TPS,Tempmotor,Pressaocomb,Velocidade
251.024,9130,63.7,68.5,2.88,41.1
251.064,9202,63.9,68.6,2.88,42.2
251.104,9314,63.9,68.6,2.89,42.3
251.144,9433,64.3,68.7,2.88,42.5
251.184,9575,64.8,68.7,2.88,43.5
251.224,9658,64.8,68.6,2.88,43.3
251.264,9702,64.1,68.6,2.88,43.9
251.304,9704,61.4,68.6,2.90,44.8
251.344,9728,60.3,68.5,2.90,46.1
251.384,9708,58.3,68.4,2.88,46.7
251.424,9607,56.3,68.4,2.90,47.7
251.464,9838,55.4,68.4,2.91,48.7
251.504,10041,58.5,68.4,2.87,48.7
251.544,10236,59.1,68.3,2.88,49.2
251.584,10237,50.0,68.2,2.88,50.1
251.624,10114,37.2,68.2,2.92,50.4
251.664,10112,30.9,68.2,2.91,50.5
251.704,10122,29.8,68.2,2.92,51.1
251.744,10053,29.6,68.1,2.90,50.7
251.784,9976,29.6,67.9,2.93,50.7
251.824,9848,30.6,67.8,2.90,50.9
251.864,9700,30.7,67.9,2.91,50.2
251.904,9536,30.6,68.0,2.91,49.7
251.944,9396,30.2,68.2,2.90,49.4
251.984,9201,28.9,68.1,2.91,48.1
252.024,9093,27.4,68.2,2.91,48.0
252.064,9105,26.7,68.2,2.91,47.3
252.104,9166,25.9,68.3,2.90,46.0
252.144,9038,23.7,68.3,2.91,45.4
252.184,8928,19.7,68.1,2.91,44.9
252.224,8795,14.2,68.0,2.91,43.5
252.264,8516,6.6,68.1,2.91,42.6
252.304,8290,2.9,68.4,2.91,42.7
252.344,8135,2.2,68.6,2.90,42.0
252.384,7970,2.1,68.7,2.92,41.1
252.424,7815,3.4,68.7,2.92,40.3
252.464,7689,4.8,68.7,2.93,39.7
252.504,7503,6.1,68.7,2.92,38.3
252.544,7239,6.4,68.7,2.92,37.2
252.584,7111,6.5,68.6,2.93,36.3
252.624,7011,6.6,68.7,2.92,35.5
252.664,6858,6.1,68.6,2.93,34.0
252.704,6651,4.0,68.5,2.93,33.3
252.744,6463,3.1,68.4,2.92,32.9
252.784,6353,3.5,68.4,2.93,32.1
252.824,6162,4.4,68.5,2.91,31.3
252.864,5963,4.6,68.5,2.92,30.4
252.904,5785,4.7,68.6,2.93,29.8
252.944,5688,5.1,68.7,2.93,29.3
252.984,5572,6.8,68.7,2.93,28.7
253.024,5408,7.7,68.7,2.93,27.6
253.064,5281,7.9,68.7,2.93,27.0
253.104,5222,7.9,68.6,2.94,26.5
253.144,5181,8.1,68.6,2.93,26.3
253.184,5135,8.0,68.5,2.94,25.9
253.224,5089,8.1,68.5,2.94,25.4
253.264,5060,8.1,68.5,2.94,25.0
253.304,4993,8.2,68.6,2.93,24.9
253.344,4867,8.4,68.7,2.94,24.8
253.384,4739,8.6,68.8,2.95,25.1
253.424,4556,10.3,68.8,2.94,25.1
253.464,4687,12.7,68.8,2.93,25.1
253.504,5086,14.2,68.8,2.93,24.6
253.544,5372,14.4,68.6,2.94,24.7
253.584,5626,14.4,68.5,2.94,24.8
253.624,5380,14.7,68.4,2.94,25.6
253.664,4761,14.4,68.5,2.95,26.0
253.704,4425,13.3,68.5,2.95,25.6
253.744,4294,14.2,68.6,2.95,25.3
253.784,4487,15.4,68.6,2.95,25.7
253.824,4785,15.6,68.7,2.95,25.9
253.864,5199,15.6,68.7,2.94,26.0
253.904,5206,13.9,68.7,2.94,25.8
253.944,4879,4.8,68.7,2.95,25.6
253.984,4525,0.2,68.8,2.93,26.1
254.024,4282,0.0,68.9,2.93,26.5
254.064,3991,0.1,69.0,2.94,26.6
254.104,3872,1.1,69.0,2.94,25.7
254.144,4068,8.6,69.0,2.93,24.6
254.184,4474,12.2,69.0,2.94,23.1
254.224,4574,9.7,69.0,2.93,22.6
254.264,4458,8.4,69.0,2.93,23.2
254.304,4470,8.3,69.0,2.93,23.6
254.344,4536,9.0,69.0,2.94,23.8
254.384,4328,9.9,69.0,2.93,23.6
254.424,4275,15.8,69.0,2.93,23.3
254.464,4368,23.5,69.1,2.92,23.2
254.504,4568,27.4,69.1,2.94,23.4
254.544,4751,29.5,69.0,2.93,23.9
254.584,4877,29.8,69.0,2.93,24.5
254.624,5012,29.8,69.0,2.92,24.6
254.664,4937,29.1,69.0,2.92,24.6
254.704,5207,27.3,69.0,2.93,24.7
254.744,5456,25.0,69.0,2.93,25.1
254.784,5725,13.7,69.0,2.93,25.6
254.824,5806,5.3,69.0,2.93,26.0
254.864,5355,4.1,69.0,2.92,25.8
254.904,5031,4.1,69.0,2.93,25.6
254.944,4652,4.2,69.0,2.93,25.1
254.984,4170,4.5,69.0,2.93,24.5
255.024,3894,5.0,69.1,2.94,23.7
255.064,3700,6.0,69.1,2.94,22.8
255.104,3697,9.3,69.1,2.94,21.6
255.144,3791,22.8,69.1,2.94,21.4
255.184,4168,57.5,69.1,2.93,21.6
255.224,4912,93.2,69.0,2.92,21.5
255.264,5750,99.7,69.0,2.91,21.9
255.304,5857,100.0,69.0,2.91,22.4
255.344,6229,100.0,68.9,2.90,23.1
255.384,6501,100.0,68.8,2.91,24.0
255.424,6642,100.0,68.8,2.90,25.1
255.464,6747,100.0,68.8,2.89,25.8
255.504,6744,100.0,68.7,2.92,26.6
255.544,6732,100.0,68.6,2.91,27.1
255.584,6803,100.0,68.4,2.91,27.6
255.624,6956,100.0,68.3,2.90,28.0
255.664,7017,100.0,68.4,2.89,28.5
255.704,6974,99.7,68.5,2.90,28.7
255.744,6964,97.9,68.4,2.90,28.4
255.784,7034,91.2,68.4,2.89,28.5
255.824,7125,81.7,68.4,2.90,28.7
255.864,7083,75.4,68.5,2.90,29.5
255.904,7074,74.9,68.6,2.91,30.0
255.944,7079,78.9,68.6,2.90,30.2
255.984,7184,84.5,68.7,2.90,30.9
256.024,7045,86.3,68.7,2.89,31.4
256.064,6986,86.2,68.7,2.89,32.3
256.104,7140,84.1,68.7,2.89,32.9
256.144,7167,81.0,68.8,2.89,33.9
256.184,7169,79.1,68.9,2.89,35.0
256.224,7269,78.9,69.1,2.88,35.7
256.264,7366,79.0,69.1,2.89,36.5
256.304,7674,79.6,69.1,2.89,36.7
256.344,7969,81.4,69.0,2.87,37.7
256.384,8191,81.8,68.8,2.88,39.1
256.424,8388,82.1,68.7,2.87,40.1
256.464,8724,82.1,68.7,2.86,40.8
256.504,8871,81.8,68.7,2.89,41.8
256.544,8992,81.9,68.7,2.88,42.8
256.584,9143,82.0,68.9,2.87,42.9
256.624,9190,82.4,68.9,2.88,44.4
256.664,9265,82.5,69.0,2.88,45.3
256.704,9463,83.1,68.8,2.87,45.7
256.744,9630,84.8,68.8,2.87,46.9
256.784,9731,87.0,68.9,2.85,47.8
256.824,9974,90.0,69.0,2.89,47.8
256.864,10198,93.6,68.9,2.85,48.9
256.904,10372,94.4,68.7,2.85,49.7
256.944,10569,94.4,68.5,2.86,49.9
256.984,10677,95.1,68.5,2.85,51.2
257.024,10814,96.3,68.5,2.84,51.9
257.064,10973,99.2,68.5,2.86,52.2
257.104,10956,100.0,68.6,2.86,53.8
257.144,11091,100.0,68.7,2.85,54.3
257.184,11188,100.0,68.7,2.86,54.4
257.224,11285,100.0,68.7,2.86,55.9
257.264,11444,100.0,68.7,2.86,56.3
257.304,11531,99.9,68.7,2.86,56.6
257.344,11596,97.0,68.8,2.86,57.8
257.384,11658,81.4,68.8,2.86,57.7
257.424,11727,54.5,69.0,2.88,58.7
257.464,11568,28.1,69.0,2.90,58.7
257.504,11268,18.5,69.0,2.90,58.5
257.544,10840,16.1,69.0,2.89,58.5
257.584,10361,16.2,69.0,2.91,57.7
257.624,10243,16.7,69.0,2.91,57.1
257.664,10194,17.9,68.8,2.91,55.9
257.704,10074,18.4,68.8,2.92,54.3
257.744,10106,18.5,68.7,2.90,54.0
257.784,9960,18.4,68.5,2.90,52.5
257.824,9920,18.3,68.5,2.91,51.4
257.864,9756,18.4,68.4,2.90,50.6
257.904,9609,18.3,68.6,2.91,48.8
257.944,9404,18.1,68.7,2.91,47.9
257.984,9180,17.6,68.5,2.91,47.6
258.024,9006,17.3,68.4,2.93,46.0
258.064,8872,17.1,68.2,2.91,45.0
258.104,8657,17.0,68.1,2.92,44.7
258.144,8478,16.8,67.9,2.92,43.3
258.184,8329,16.8,67.6,2.91,42.0
258.224,8134,16.7,67.5,2.91,41.8
258.264,7971,16.4,67.8,2.91,40.9
258.304,7870,16.3,67.7,2.92,39.5
258.344,7716,16.1,67.6,2.92,38.9
258.384,7530,16.0,67.6,2.92,38.1
258.424,7393,15.2,67.9,2.93,37.3
258.464,7291,14.4,68.4,2.92,36.6
258.504,7143,13.6,68.4,2.92,35.6
258.544,7019,13.4,68.3,2.93,35.1
258.584,6950,13.3,68.3,2.92,34.6
258.624,6873,13.1,68.5,2.92,34.2
258.664,6777,13.1,68.4,2.93,33.9
258.704,6758,13.3,68.5,2.92,34.0
258.744,6738,13.6,68.7,2.92,34.3
258.784,6707,14.2,68.8,2.92,34.1
258.824,6726,15.3,68.9,2.94,33.3
258.864,6736,15.9,68.9,2.91,33.4
258.904,6780,16.3,69.0,2.93,34.0
258.944,6794,16.8,69.0,2.92,33.7
258.984,6771,17.1,69.1,2.92,32.9
259.024,6635,17.1,69.1,2.92,33.0
259.064,6467,15.2,69.2,2.93,33.2
259.104,6404,14.5,69.1,2.92,33.1
259.144,6455,14.7,69.0,2.93,32.6
259.184,6515,15.0,69.0,2.93,32.4
259.224,6512,14.6,68.9,2.93,32.6
259.264,6462,13.9,68.8,2.93,32.7
259.304,6410,11.6,68.7,2.93,32.5
259.344,6392,8.6,68.7,2.93,32.4
259.384,6327,7.3,68.7,2.92,32.0
259.424,6221,5.3,68.5,2.93,32.2
259.464,6095,3.8,68.5,2.93,31.9
259.504,5876,3.4,68.5,2.93,31.1
259.544,5550,3.0,68.6,2.93,30.7
259.584,5273,1.4,68.6,2.93,30.5
259.624,5240,0.1,68.6,2.92,30.1
259.664,5451,0.1,68.4,2.92,29.0
259.704,5419,0.4,68.4,2.93,27.8
259.744,5256,0.5,68.4,2.93,26.3
259.784,5041,0.6,68.4,2.93,25.8
259.824,4843,0.7,68.4,2.92,24.5
259.864,4683,1.3,68.4,2.93,23.0
259.904,4568,2.0,68.4,2.95,21.2
259.944,4412,2.5,68.3,2.95,19.0
259.984,4214,2.8,68.4,2.95,18.0
260.024,4091,2.9,68.6,2.94,17.1
260.064,3986,3.0,68.7,2.94,17.0
260.104,3986,3.0,68.5,2.95,17.0
260.144,3901,4.1,68.2,2.95,16.9
260.184,3759,4.8,68.1,2.95,16.7
260.224,3767,4.8,68.2,2.94,16.9
260.264,3656,4.8,68.5,2.96,17.7
260.304,3500,4.8,68.8,2.95,18.4
260.344,3289,4.8,69.0,2.95,18.6
260.384,3099,4.9,69.1,2.96,18.9
260.424,2871,4.9,69.1,2.96,19.2
260.464,2756,5.2,69.1,2.96,19.2
260.504,2765,6.2,69.1,2.95,19.0
260.544,3052,6.9,69.2,2.95,18.5
260.584,3399,7.8,69.2,2.95,18.2
260.624,3130,8.5,69.1,2.94,18.4
260.664,3004,8.7,69.0,2.95,18.6
260.704,2888,8.8,68.9,2.96,18.9
260.744,3106,9.7,68.7,2.96,19.0
260.784,3219,10.0,68.5,2.95,19.2
260.824,3173,10.0,68.0,2.95,19.3
260.864,3165,10.1,67.5,2.95,19.2
260.904,3222,10.0,67.5,2.95,19.5
260.944,3462,10.1,67.9,2.94,19.9
260.984,3433,10.1,68.1,2.94,19.9
261.024,3284,10.0,67.8,2.95,20.0
261.064,3449,10.0,67.9,2.94,20.1
261.104,3361,10.0,68.4,2.95,20.4
261.144,3511,9.5,69.0,2.95,20.3
261.184,3314,9.2,69.1,2.95,20.4
261.224,3285,8.9,68.9,2.95,20.6
261.264,3454,8.9,68.7,2.95,20.6
261.304,3372,8.8,68.7,2.95,20.8
261.344,3560,8.6,68.6,2.94,20.9
261.384,3418,8.5,68.2,2.95,21.1
261.424,3400,8.5,68.2,2.95,21.1
261.464,3470,8.5,68.5,2.95,21.0
261.504,3582,8.5,68.9,2.95,21.0
261.544,3540,8.3,69.0,2.95,21.0
261.584,3683,8.3,68.9,2.94,21.6
261.624,3764,8.2,68.4,2.95,21.9
261.664,3611,8.1,67.8,2.94,22.0
261.704,3537,8.1,67.7,2.95,21.7
261.744,3564,8.1,67.9,2.95,21.8
261.784,3668,8.1,67.9,2.95,22.0
261.824,3597,8.1,67.9,2.95,22.4
261.864,3616,8.0,67.8,2.95,22.6
261.904,3530,7.9,68.0,2.95,22.7
261.944,3664,7.9,68.2,2.94,22.5
261.984,3672,8.0,68.5,2.94,22.3
262.024,3758,7.9,68.7,2.95,22.5
262.064,3708,7.9,68.5,2.95,22.6
262.104,3681,7.8,68.3,2.95,22.9
262.144,3796,7.9,68.0,2.93,22.9
262.184,4069,7.8,67.8,2.93,22.5
262.224,4207,7.5,67.6,2.94,21.9
262.264,4176,5.7,67.5,2.95,21.4
262.304,4275,3.4,67.7,2.94,21.3
262.344,4226,2.1,68.0,2.93,21.3
262.384,4106,1.4,68.2,2.94,21.1
262.424,3930,0.1,68.6,2.94,20.6
262.464,3799,0.0,68.9,2.94,19.9
262.504,3666,0.0,69.1,2.94,19.0
262.544,3501,0.0,69.2,2.94,18.4
262.584,3274,0.0,69.3,2.95,18.1
262.624,3042,0.0,69.3,2.95,17.6
262.664,2792,0.0,69.3,2.95,17.3
262.704,2626,0.0,69.1,2.96,16.8
262.744,2366,0.0,69.0,2.96,16.4
262.784,2213,0.0,69.0,2.96,16.1
262.824,2153,0.0,69.0,2.97,15.5
262.864,1983,0.0,69.1,2.95,14.8
262.904,1795,0.0,69.1,2.96,14.3
262.944,1604,0.0,69.2,2.96,13.8
262.984,1436,0.0,69.3,2.95,13.3
263.024,1293,0.0,69.4,2.97,12.7
263.064,1225,0.0,69.5,2.95,12.3
263.104,1047,0.0,69.5,2.96,11.8
263.144,915,0.0,69.5,2.95,11.1
263.184,898,0.0,69.5,2.94,10.6
263.224,832,0.0,69.5,2.94,10.1
263.264,657,0.0,69.5,2.95,9.8
263.304,651,0.0,69.6,2.94,9.3
263.344,644,0.0,69.6,2.94,8.6
263.384,474,0.0,69.6,2.94,8.2
263.424,16,0.0,69.6,2.94,7.5
263.464,1,0.0,69.6,2.94,7.1
263.504,0,0.0,69.6,2.94,6.8
263.544,0,0.0,69.6,2.94,6.5
263.584,0,0.0,69.6,2.94,6.2
263.624,0,0.0,69.6,2.94,5.8
263.664,0,0.0,69.6,2.94,5.7
263.704,0,0.0,69.6,2.94,5.4
263.744,0,0.0,69.6,2.94,5.2
263.784,0,0.0,69.7,2.94,4.8
263.824,0,0.0,69.7,2.94,4.8
263.864,0,0.0,69.7,2.94,4.8
263.904,0,0.0,69.7,2.94,4.6
263.944,0,0.0,69.7,2.94,4.1
263.984,0,0.0,69.7,2.94,4.1
264.024,0,0.0,69.7,2.94,4.1
264.064,0,0.0,69.7,2.94,4.1
264.104,0,0.0,69.7,2.94,3.0
264.144,0,0.0,69.7,2.94,0.1
264.184,0,0.0,69.7,2.94,0.0
264.224,0,0.0,69.7,2.94,0.0
264.264,0,0.0,69.7,2.94,0.0
264.304,0,0.0,69.7,2.94,0.0
264.344,0,0.0,69.7,2.94,0.0
264.384,0,0.0,69.7,2.94,0.0
264.424,0,0.0,69.8,2.94,0.0
264.464,0,0.0,69.8,2.94,0.0
264.504,0,0.0,69.8,2.94,0.0
264.544,0,0.0,69.8,2.94,0.0
264.584,0,0.0,69.8,2.94,0.0
264.624,0,0.0,69.8,2.94,0.0
264.664,0,0.0,69.8,2.94,0.0
264.704,0,0.0,69.8,2.94,0.0
264.744,0,0.0,69.8,2.94,0.0
264.784,0,0.0,69.8,2.94,0.0
264.824,0,0.0,69.8,2.94,0.0
264.864,0,0.0,69.8,2.94,0.0
264.904,0,0.0,69.8,2.94,0.0
264.944,0,0.0,69.8,2.94,0.0
264.984,0,0.0,69.8,2.94,0.0
265.024,0,0.0,69.8,2.94,0.0
265.064,0,0.0,69.8,2.94,0.0
265.104,0,0.0,69.8,2.94,0.0
265.144,0,0.0,69.9,2.94,0.0
265.184,0,0.0,69.9,2.94,0.0
265.224,0,0.0,69.9,2.94,0.0
265.264,0,0.0,69.9,2.94,0.0
265.304,0,0.0,69.9,2.94,0.0
265.344,0,0.0,69.9,2.94,0.0
265.384,0,0.0,69.9,2.94,0.0
265.424,0,0.0,69.9,2.94,0.0
265.464,0,0.0,69.9,2.94,0.0
265.504,0,0.0,69.9,2.94,0.0
265.544,0,0.0,69.9,2.94,0.0
265.584,0,0.0,69.9,2.94,0.0
265.624,0,0.0,69.9,2.93,0.0
265.664,0,0.0,69.9,2.93,0.0
265.704,0,0.0,69.9,2.94,0.0
265.744,0,0.0,69.9,2.94,0.0
265.784,0,0.0,69.9,2.93,0.0
265.824,0,0.0,69.9,2.93,0.0
265.864,0,0.0,69.9,2.93,0.0
265.904,0,0.0,69.9,2.93,0.0
265.944,0,0.0,69.9,2.93,0.0
265.984,0,0.0,69.9,2.93,0.0
266.024,0,0.0,69.9,2.93,0.0
266.064,0,0.0,69.9,2.93,0.0
266.104,0,0.0,69.9,2.83,0.0
266.144,0,0.0,69.9,2.58,0.0
266.184,0,0.0,69.9,2.61,0.0
266.224,0,0.0,69.9,2.58,0.0
266.264,0,0.0,69.9,2.55,0.0
266.304,0,0.0,69.9,2.54,0.0
266.344,0,0.0,69.9,2.53,0.0
266.384,0,0.0,69.9,2.52,0.0
266.424,0,0.0,69.9,2.51,0.0
266.464,0,0.0,69.9,2.50,0.0
266.504,0,0.0,69.9,2.49,0.0
266.544,0,0.0,69.9,2.48,0.0
266.584,0,0.0,69.9,2.48,0.0
266.624,0,0.0,69.9,2.47,0.0
266.664,0,0.0,69.9,2.46,0.0
266.704,0,0.0,69.9,2.45,0.0
266.744,0,0.0,69.9,2.44,0.0
266.784,0,0.0,69.9,2.43,0.0
266.824,0,0.0,69.9,2.42,0.0
266.864,0,0.0,69.9,2.41,0.0
266.904,0,0.0,69.9,2.40,0.0
266.944,0,0.0,69.9,2.39,0.0
266.984,0,0.0,69.9,2.37,0.0
267.024,0,0.0,69.9,2.36,0.0
267.064,0,0.0,69.9,2.35,0.0
267.104,0,0.0,69.9,2.33,0.0
267.144,0,0.0,69.9,2.32,0.0
267.184,0,0.0,69.9,2.31,0.0
267.224,0,0.0,69.9,2.30,0.0
267.264,0,0.0,69.9,2.29,0.0
267.304,0,0.0,69.9,2.28,0.0
267.344,0,0.0,69.9,2.27,0.0
267.384,0,0.0,69.9,2.26,0.0
267.424,0,0.0,69.9,2.25,0.0
267.464,0,0.0,69.9,2.24,0.0
267.504,0,0.0,69.9,2.23,0.0
267.544,0,0.0,69.9,2.22,0.0
267.584,0,0.0,69.9,2.21,0.0
267.624,0,0.0,69.9,2.20,0.0
267.664,0,0.0,69.9,2.19,0.0
267.704,0,0.0,69.9,2.18,0.0
267.744,0,0.0,69.9,2.18,0.0
267.784,0,0.0,69.9,2.17,0.0
267.824,0,0.0,69.9,2.16,0.0
267.864,0,0.0,69.9,2.15,0.0
267.904,0,0.0,69.9,2.14,0.0
267.944,0,0.0,69.9,2.13,0.0
267.984,0,0.0,69.9,2.13,0.0
268.024,0,0.0,69.9,2.12,0.0
268.064,0,0.0,69.9,2.11,0.0
268.104,0,0.0,69.9,2.10,0.0
268.144,0,0.0,69.9,2.10,0.0
268.184,0,0.0,69.9,2.09,0.0
268.224,0,0.0,69.9,2.08,0.0
268.264,0,0.0,69.9,2.07,0.0
268.304,0,0.0,69.9,2.07,0.0
268.344,0,0.0,69.9,2.06,0.0
268.384,0,0.0,69.9,2.06,0.0
268.424,0,0.0,69.9,2.05,0.0
268.464,0,0.0,69.9,2.04,0.0
268.504,0,0.0,69.9,2.04,0.0
268.544,0,0.0,69.9,2.03,0.0
268.584,0,0.0,69.9,2.02,0.0
268.624,0,0.0,69.9,2.02,0.0
268.664,0,0.0,69.9,2.01,0.0
268.704,0,0.0,69.9,2.00,0.0
268.744,0,0.0,69.9,2.00,0.0
268.784,0,0.0,69.9,1.99,0.0
268.824,0,0.0,69.9,1.99,0.0
268.864,0,0.0,69.9,1.98,0.0
268.904,0,0.0,69.9,1.98,0.0
268.944,0,0.0,69.9,1.97,0.0
268.984,0,0.0,69.9,1.97,0.0
269.024,0,0.0,69.9,1.96,0.0
269.064,0,0.0,69.9,1.95,0.0
269.104,0,0.0,69.9,1.95,0.0
269.144,0,0.0,69.9,1.94,0.0
269.184,0,0.0,69.9,1.94,0.0
269.224,0,0.0,69.9,1.93,0.0
269.264,0,0.0,69.9,1.93,0.0
269.304,0,0.0,69.9,1.92,0.0
269.344,0,0.0,69.9,1.92,0.0
269.384,0,0.0,69.9,1.91,0.0
269.424,0,0.0,69.9,1.91,0.0
269.464,0,0.0,69.9,1.90,0.0
269.504,0,0.0,69.9,1.90,0.0
269.544,0,0.0,69.9,1.90,0.0
269.584,0,0.0,69.9,1.89,0.0
269.624,0,0.0,69.9,1.89,0.0
269.664,0,0.0,69.9,1.88,0.0
269.704,0,0.0,69.9,1.88,0.0
269.744,0,0.0,69.9,1.87,0.0
269.784,0,0.0,69.9,1.87,0.0
269.824,0,0.0,69.9,1.87,0.0
269.864,0,0.0,69.9,1.86,0.0
269.904,0,0.0,69.9,1.86,0.0
269.944,0,0.0,69.9,1.85,0.0
269.984,0,0.0,69.9,1.85,0.0
270.024,0,0.0,69.9,1.84,0.0
270.064,0,0.0,69.9,1.84,0.0
270.104,0,0.0,69.9,1.83,0.0
270.144,0,0.0,69.9,1.83,0.0
270.184,0,0.0,69.9,1.83,0.0
270.224,0,0.0,69.9,1.82,0.0
270.264,0,0.0,69.9,1.82,0.0
270.304,0,0.0,69.9,1.82,0.0
270.344,0,0.0,69.9,1.81,0.0
270.384,0,0.0,69.9,1.81,0.0
270.424,0,0.0,69.9,1.80,0.0
270.464,0,0.0,69.9,1.80,0.0
270.504,0,0.0,69.9,1.80,0.0
270.544,0,0.0,69.9,1.79,0.0
270.584,0,0.0,69.9,1.79,0.0
270.624,0,0.0,69.9,1.79,0.0
270.664,0,0.0,69.9,1.78,0.0
270.704,0,0.0,69.9,1.78,0.0
270.744,0,0.0,69.9,1.78,0.0
270.784,0,0.0,69.9,1.77,0.0
270.824,0,0.0,69.9,1.77,0.0
270.864,0,0.0,69.9,1.77,0.0
270.904,0,0.0,69.9,1.76,0.0
270.944,0,0.0,69.9,1.76,0.0
270.984,0,0.0,69.9,1.76,0.0
271.024,0,0.0,69.9,1.75,0.0
271.064,0,0.0,69.9,1.75,0.0
271.104,0,0.0,69.9,1.75,0.0
271.144,0,0.0,69.9,1.74,0.0
271.184,0,0.0,69.9,1.74,0.0
271.224,0,0.0,69.9,1.74,0.0
271.264,0,0.0,69.9,1.73,0.0
271.304,0,0.0,69.9,1.73,0.0
271.344,0,0.0,69.9,1.73,0.0
271.384,0,0.0,69.9,1.72,0.0
271.424,0,0.0,69.9,1.72,0.0
271.464,0,0.0,69.9,1.72,0.0
271.504,0,0.0,69.9,1.71,0.0
271.544,0,0.0,69.9,1.71,0.0
271.584,0,0.0,69.9,1.71,0.0
271.624,0,0.0,69.9,1.71,0.0
271.664,0,0.0,69.9,1.70,0.0
271.704,0,0.0,69.9,1.70,0.0
271.744,0,0.0,69.9,1.70,0.0
271.784,0,0.0,69.9,1.70,0.0
271.824,0,0.0,69.9,1.69,0.0
271.864,0,0.0,69.9,1.69,0.0
271.904,0,0.0,69.9,1.69,0.0
271.944,0,0.0,69.9,1.69,0.0
271.984,0,0.0,69.9,1.68,0.0
272.024,0,0.0,69.9,1.68,0.0
272.064,0,0.0,69.9,1.68,0.0
272.104,0,0.0,69.9,1.67,0.0
272.144,0,0.0,69.9,1.67,0.0
272.184,0,0.0,69.9,1.67,0.0
272.224,0,0.0,69.9,1.67,0.0
272.264,0,0.0,69.8,1.66,0.0
272.304,0,0.0,69.9,1.66,0.0
272.344,0,0.0,69.9,1.66,0.0
272.384,0,0.0,69.9,1.66,0.0
272.424,0,0.0,69.9,1.65,0.0
272.464,0,0.0,69.9,1.65,0.0
272.504,0,0.0,69.9,1.65,0.0
272.544,0,0.0,69.9,1.65,0.0
272.584,0,0.0,69.9,1.64,0.0
272.624,0,0.0,69.8,1.64,0.0
272.664,0,0.0,69.8,1.64,0.0
272.704,0,0.0,69.8,1.64,0.0
272.744,0,0.0,69.8,1.63,0.0
272.784,0,0.0,69.8,1.63,0.0
272.824,0,0.0,69.8,1.63,0.0
272.864,0,0.0,69.8,1.63,0.0
272.904,0,0.0,69.8,1.63,0.0
272.944,0,0.0,69.8,1.62,0.0
272.984,0,0.0,69.8,1.62,0.0
273.024,0,0.0,69.8,1.62,0.0
273.064,0,0.0,69.8,1.62,0.0
273.104,0,0.0,69.8,1.61,0.0
273.144,0,0.0,69.8,1.61,0.0
273.184,0,0.0,69.8,1.61,0.0
273.224,0,0.0,69.8,1.61,0.0
273.264,0,0.0,69.8,1.61,0.0
273.304,0,0.0,69.8,1.60,0.0
273.344,0,0.0,69.8,1.60,0.0
273.384,0,0.0,69.8,1.60,0.0
273.424,0,0.0,69.8,1.60,0.0
273.464,0,0.0,69.8,1.60,0.0
273.504,0,0.0,69.8,1.59,0.0
273.544,0,0.0,69.8,1.59,0.0
273.584,0,0.0,69.8,1.59,0.0
273.624,0,0.0,69.8,1.59,0.0
273.664,0,0.0,69.8,1.58,0.0
273.704,0,0.0,69.8,1.58,0.0
273.744,0,0.0,69.8,1.58,0.0
273.784,0,0.0,69.8,1.58,0.0
273.824,0,0.0,69.8,1.58,0.0
273.864,0,0.0,69.8,1.57,0.0
273.904,0,0.0,69.8,1.57,0.0
273.944,0,0.0,69.8,1.57,0.0
273.984,0,0.0,69.8,1.57,0.0
274.024,0,0.0,69.8,1.57,0.0
274.064,0,0.0,69.8,1.56,0.0
274.104,0,0.0,69.8,1.56,0.0
274.144,0,0.0,69.8,1.56,0.0
274.184,0,0.0,69.8,1.56,0.0
274.224,0,0.0,69.8,1.56,0.0
274.264,0,0.0,69.8,1.56,0.0
274.304,0,0.0,69.8,1.55,0.0
274.344,0,0.0,69.8,1.55,0.0
274.384,0,0.0,69.8,1.55,0.0
274.424,0,0.0,69.8,1.55,0.0
274.464,0,0.0,69.8,1.55,0.0
274.504,0,0.0,69.8,1.55,0.0
274.544,0,0.0,69.8,1.54,0.0
274.584,0,0.0,69.8,1.54,0.0
274.624,0,0.0,69.8,1.54,0.0
274.664,0,0.0,69.8,1.54,0.0
274.704,0,0.0,69.8,1.54,0.0
274.744,0,0.0,69.8,1.54,0.0
274.784,0,0.0,69.8,1.53,0.0
274.824,0,0.0,69.8,1.53,0.0
274.864,0,0.0,69.8,1.53,0.0
274.904,0,0.0,69.8,1.53,0.0
274.944,0,0.0,69.8,1.53,0.0
274.984,0,0.0,69.8,1.52,0.0
275.024,0,0.0,69.8,1.52,0.0
275.064,0,0.0,69.8,1.52,0.0
275.104,0,0.0,69.8,1.52,0.0
275.144,0,0.0,69.8,1.52,0.0
275.184,0,0.0,69.8,1.52,0.0
275.224,0,0.0,69.8,1.51,0.0
275.264,0,0.0,69.8,1.51,0.0
275.304,0,0.0,69.8,1.51,0.0
275.344,0,0.0,69.8,1.51,0.0
275.384,0,0.0,69.8,1.51,0.0
275.424,0,0.0,69.8,1.51,0.0
275.464,0,0.0,69.8,1.51,0.0
275.504,0,0.0,69.8,1.50,0.0
275.544,0,0.0,69.8,1.50,0.0
275.584,0,0.0,69.8,1.50,0.0
275.624,0,0.0,69.7,1.50,0.0
275.664,0,0.0,69.7,1.50,0.0
275.704,0,0.0,69.7,1.50,0.0
275.744,0,0.0,69.7,1.50,0.0
275.784,0,0.0,69.7,1.49,0.0
275.824,0,0.0,69.7,1.49,0.0
