TIME,RPM,TPS,Tempmotor,Pressaocomb,Velocidade
641.624,5534,0.0,82.1,2.96,28.4
641.664,5364,0.0,81.5,2.96,28.4
641.704,5227,0.1,81.6,2.96,28.2
641.744,5166,1.1,81.9,2.96,28.0
641.784,5122,4.6,82.2,2.92,27.4
641.824,4968,7.4,81.9,2.93,27.6
641.864,4792,11.2,81.6,2.94,27.5
641.904,4775,15.2,81.2,2.93,28.0
641.944,5028,23.3,81.3,2.93,27.9
641.984,5278,27.7,81.9,2.93,27.3
642.024,5508,29.5,83.0,2.92,27.2
642.064,5565,30.2,83.8,2.92,26.5
642.104,5301,28.3,83.8,2.92,26.4
642.144,5007,23.0,83.5,2.92,25.9
642.184,4826,18.2,82.7,2.93,25.1
642.224,5065,14.0,82.1,2.93,24.8
642.264,5423,13.1,82.4,2.92,24.9
642.304,5634,11.1,83.3,2.92,25.5
642.344,5581,6.3,84.0,2.92,25.8
642.384,5118,0.8,83.2,2.92,26.0
642.424,4787,0.0,82.0,2.92,26.1
642.464,4567,0.0,81.2,2.92,26.0
642.504,4323,0.0,81.0,2.93,26.3
642.544,4202,0.0,80.7,2.93,26.6
642.584,4414,0.0,80.9,2.93,26.7
642.624,4528,0.0,79.7,2.91,26.1
642.664,4364,0.0,79.4,2.92,26.0
642.704,4303,0.0,79.1,2.93,25.7
642.744,4257,0.0,79.3,2.92,25.5
642.784,4130,0.0,79.8,2.93,25.6
642.824,3954,0.0,79.8,2.93,25.6
642.864,3844,0.0,79.5,2.93,25.1
642.904,3758,0.0,78.4,2.93,24.6
642.944,3570,0.0,78.0,2.92,24.3
642.984,3380,0.0,78.6,2.93,24.4
643.024,3338,0.0,79.6,2.94,24.2
643.064,3284,0.0,80.7,2.94,23.4
643.104,3086,0.0,81.9,2.95,22.8
643.144,2986,0.0,82.4,2.95,22.2
643.184,3176,0.4,82.7,2.95,21.1
643.224,3521,5.4,81.9,2.94,20.0
643.264,3559,10.6,82.9,2.93,19.4
643.304,3699,15.8,81.8,2.94,18.9
643.344,3917,21.5,80.5,2.94,18.2
643.384,4181,27.4,78.7,2.94,17.5
643.424,4139,33.8,78.1,2.94,17.0
643.464,3950,34.9,79.3,2.94,18.3
643.504,4105,37.3,80.4,2.94,18.9
643.544,4168,45.2,81.6,2.94,19.9
643.584,4324,60.0,81.5,2.93,20.6
643.624,4456,67.1,81.9,2.92,21.4
643.664,4530,68.2,82.0,2.93,22.0
643.704,4603,71.1,82.3,2.93,22.5
643.744,4735,79.7,81.4,2.92,23.3
643.784,5004,87.6,80.8,2.90,24.0
643.824,5286,89.4,80.7,2.91,25.2
643.864,5574,89.7,81.0,2.91,26.0
643.904,5971,89.7,82.4,2.90,26.5
643.944,6432,89.5,83.4,2.91,27.0
643.984,6510,89.5,84.4,2.91,27.4
644.024,6603,89.1,87.0,2.89,28.0
644.064,6770,86.6,87.0,2.90,28.2
644.104,6798,83.0,89.7,2.89,28.6
644.144,6758,76.6,90.0,2.90,28.9
644.184,6806,65.3,88.7,2.91,29.5
644.224,6853,58.9,85.3,2.91,30.4
644.264,6950,64.2,84.8,2.90,31.2
644.304,6998,80.1,84.8,2.89,31.8
644.344,7107,91.2,84.8,2.89,32.6
644.384,7058,96.3,84.8,2.91,33.3
644.424,7082,97.6,84.9,2.89,34.1
644.464,7130,94.5,84.8,2.89,34.4
644.504,7253,86.4,84.9,2.89,35.8
644.544,7456,81.6,85.1,2.91,36.6
644.584,7644,80.8,89.5,2.90,36.8
644.624,8035,80.9,90.2,2.88,37.4
644.664,8313,81.0,90.4,2.85,38.7
644.704,8480,80.9,90.5,2.84,39.6
644.744,8776,80.5,90.4,2.83,39.9
644.784,9057,80.2,90.3,2.83,40.8
644.824,9284,80.0,90.2,2.83,42.0
644.864,9336,80.3,90.1,2.83,42.9
644.904,9539,80.7,89.5,2.83,43.8
644.944,9640,81.1,86.2,2.83,44.5
644.984,9789,81.3,84.9,2.84,45.7
645.024,9922,81.4,84.6,2.84,46.6
645.064,10083,81.6,84.5,2.83,47.2
645.104,10239,81.5,84.7,2.84,48.0
645.144,10396,83.3,84.7,2.86,49.2
645.184,10456,85.4,84.8,2.86,49.8
645.224,10546,86.6,84.6,2.86,51.0
645.264,10704,87.5,84.3,2.86,51.9
645.304,10840,87.8,84.5,2.86,52.4
645.344,10944,87.8,84.6,2.85,53.3
645.384,10952,87.4,84.6,2.86,54.0
645.424,11109,85.6,84.5,2.86,54.4
645.464,11208,81.7,84.7,2.85,55.4
645.504,11290,76.6,84.8,2.85,55.6
645.544,11431,72.7,84.8,2.86,56.5
645.584,11500,70.3,84.2,2.86,57.0
645.624,11565,65.4,83.9,2.86,57.4
645.664,11630,59.6,83.6,2.87,58.1
645.704,11708,48.8,83.9,2.87,57.9
645.744,11625,29.1,84.4,2.89,58.8
645.784,11337,14.2,84.7,2.89,58.6
645.824,10908,3.3,84.8,2.90,58.8
645.864,10447,0.1,84.8,2.89,58.2
645.904,10357,0.0,86.0,2.90,57.4
645.944,10382,0.0,89.0,2.90,56.8
645.984,10367,0.0,89.8,2.91,55.5
646.024,10484,0.0,87.0,2.88,54.5
646.064,10322,0.0,84.2,2.87,53.7
646.104,10238,0.0,84.2,2.86,52.6
646.144,10109,0.0,84.6,2.88,51.2
646.184,9931,0.0,88.8,2.88,50.8
646.224,9745,0.0,90.4,2.88,49.9
646.264,9589,0.0,90.5,2.87,49.3
646.304,9473,0.0,90.6,2.88,48.8
646.344,9347,0.0,90.6,2.87,47.6
646.384,9206,0.0,90.5,2.87,47.1
646.424,9032,0.0,90.3,2.87,46.4
646.464,8900,0.0,90.4,2.87,45.2
646.504,8738,0.0,90.4,2.87,44.6
646.544,8597,0.0,90.4,2.88,44.1
646.584,8452,0.0,90.5,2.88,43.1
646.624,8263,0.0,90.5,2.87,42.3
646.664,8122,0.0,90.5,2.88,42.2
646.704,8041,0.0,90.3,2.88,41.2
646.744,7893,0.0,90.1,2.88,40.1
646.784,7723,0.0,90.1,2.88,40.0
646.824,7613,0.0,90.1,2.89,39.1
646.864,7487,0.0,90.2,2.88,38.3
646.904,7343,0.0,90.1,2.89,37.3
646.944,7203,0.0,90.0,2.88,36.6
646.984,7021,0.0,90.0,2.89,36.3
647.024,6914,0.0,90.0,2.89,35.4
647.064,6829,0.0,89.4,2.88,34.5
647.104,6668,0.0,89.8,2.90,34.2
647.144,6503,0.0,90.2,2.93,33.8
647.184,6469,0.0,90.2,2.93,33.1
647.224,6371,0.0,90.2,2.93,31.9
647.264,6260,0.0,90.1,2.93,31.8
647.304,6136,0.0,90.0,2.93,31.5
647.344,6048,0.0,90.0,2.93,30.9
647.384,5943,0.0,88.6,2.93,30.4
647.424,5896,0.0,84.9,2.94,30.1
647.464,5900,0.0,84.7,2.94,30.2
647.504,5900,0.0,84.6,2.94,29.8
647.544,5821,0.0,84.3,2.94,29.3
647.584,5680,0.0,84.6,2.95,29.0
647.624,5513,0.0,84.3,2.96,28.7
647.664,5415,0.0,83.7,2.95,28.6
647.704,5399,0.0,83.4,2.96,28.4
647.744,5374,0.0,83.3,2.96,28.0
647.784,5331,0.0,83.3,2.96,27.6
647.824,5207,0.0,83.2,2.96,27.1
647.864,5067,0.0,82.6,2.96,26.9
647.904,4996,0.0,81.6,2.96,26.4
647.944,4895,0.0,81.0,2.96,26.3
647.984,4736,0.0,80.7,2.96,26.1
648.024,4591,0.0,80.2,2.96,25.4
648.064,4443,0.0,80.2,2.95,24.8
648.104,4323,0.0,80.1,2.97,24.3
648.144,4191,0.0,80.3,2.95,24.4
648.184,4048,0.0,81.9,2.96,23.9
648.224,3885,0.0,83.0,2.94,23.8
648.264,3799,0.0,84.5,2.92,22.9
648.304,3874,0.0,84.2,2.93,22.6
648.344,4042,0.0,84.2,2.92,22.5
648.384,4020,0.1,83.7,2.93,22.6
648.424,4031,0.6,82.2,2.93,22.5
648.464,4009,1.4,80.2,2.93,22.4
648.504,3741,1.6,79.3,2.93,22.5
648.544,3591,1.7,79.6,2.93,22.3
648.584,3457,1.6,80.3,2.93,22.4
648.624,3544,1.7,81.3,2.92,22.2
648.664,3641,1.7,81.4,2.93,22.7
648.704,3647,1.8,81.3,2.93,22.9
648.744,3570,1.9,80.6,2.93,22.7
648.784,3572,2.1,80.5,2.93,22.2
648.824,3673,2.1,80.3,2.93,22.4
648.864,3791,2.6,80.3,2.93,22.6
648.904,3768,3.1,80.3,2.94,22.6
648.944,3589,3.6,80.8,2.93,22.7
648.984,3580,3.5,80.9,2.92,22.7
649.024,3643,3.6,80.7,2.94,23.0
649.064,3778,5.4,79.5,2.93,23.0
649.104,3713,6.0,79.0,2.94,22.9
649.144,3785,6.1,79.6,2.93,22.7
649.184,3795,6.2,81.5,2.93,22.9
649.224,3802,6.2,82.1,2.93,23.1
649.264,3948,6.5,81.4,2.93,23.3
649.304,3919,7.3,80.1,2.92,23.0
649.344,3959,7.8,79.8,2.93,23.1
649.384,4018,8.3,80.1,2.94,23.0
649.424,4030,9.6,80.1,2.92,23.5
649.464,4183,11.7,80.5,2.93,23.5
649.504,4251,13.1,80.6,2.92,23.6
649.544,4335,16.7,80.6,2.93,23.5
649.584,4420,20.0,80.3,2.94,23.7
649.624,4477,22.7,79.7,2.94,23.6
649.664,4537,26.2,79.8,2.94,23.9
649.704,4698,29.7,79.6,2.93,24.3
649.744,4877,30.4,79.9,2.93,24.5
649.784,4971,30.5,79.7,2.93,24.6
649.824,5144,30.5,80.2,2.93,25.0
649.864,5365,30.2,80.7,2.93,25.3
649.904,5556,28.5,82.0,2.93,26.2
649.944,5683,25.6,82.5,2.93,26.5
649.984,5882,23.0,82.9,2.92,26.7
650.024,6031,22.3,83.5,2.92,26.9
650.064,6184,22.5,84.3,2.93,27.1
650.104,6252,24.0,85.2,2.92,27.8
650.144,6327,28.3,85.0,2.92,28.2
650.184,6449,32.1,84.8,2.92,28.5
650.224,6559,35.1,84.8,2.93,28.6
650.264,6653,37.2,84.9,2.91,28.9
650.304,6742,37.6,86.9,2.92,29.6
650.344,6890,37.9,86.5,2.92,30.2
650.384,7009,38.1,90.1,2.92,30.4
650.424,6973,38.4,90.2,2.90,30.6
650.464,6967,38.1,90.2,2.89,30.9
650.504,7009,37.7,90.2,2.88,31.5
650.544,7021,37.4,90.4,2.87,32.3
650.584,6934,37.1,90.7,2.88,33.0
650.624,6819,36.9,90.8,2.88,33.9
650.664,6960,36.8,90.8,2.87,34.4
650.704,7226,36.8,90.8,2.88,35.2
650.744,7400,36.9,90.7,2.88,35.9
650.784,7435,36.7,90.8,2.88,36.6
650.824,7538,35.7,90.7,2.88,37.2
650.864,7720,35.5,90.8,2.88,38.1
650.904,7932,36.6,90.9,2.87,38.9
650.944,7996,39.7,91.1,2.88,39.1
650.984,8077,42.4,91.2,2.87,39.9
651.024,8276,46.9,91.2,2.88,40.8
651.064,8478,53.9,91.1,2.85,41.7
651.104,8664,57.9,91.0,2.87,42.0
651.144,8841,60.8,91.1,2.86,42.7
651.184,9017,62.1,91.2,2.86,44.0
651.224,9181,62.8,91.2,2.86,44.5
651.264,9363,63.4,91.0,2.85,45.2
651.304,9676,64.8,90.7,2.85,46.6
651.344,9760,65.8,90.6,2.85,47.2
651.384,9855,65.8,90.5,2.85,47.8
651.424,10031,65.6,90.5,2.86,49.2
651.464,10139,65.2,90.5,2.85,49.7
651.504,10280,63.4,90.5,2.85,50.5
651.544,10459,62.0,90.5,2.86,51.6
651.584,10540,55.7,90.1,2.86,51.9
651.624,10661,43.8,85.4,2.87,52.8
651.664,10709,38.1,84.7,2.87,53.6
651.704,10742,35.8,84.7,2.87,53.5
651.744,10853,35.3,86.1,2.87,54.4
651.784,10930,35.7,85.5,2.88,54.8
651.824,10966,36.1,88.0,2.88,55.1
651.864,11040,36.1,90.0,2.89,55.3
651.904,11071,35.2,90.2,2.89,55.4
651.944,11079,27.6,90.2,2.89,55.7
651.984,11016,13.4,90.2,2.88,55.7
652.024,10710,5.8,90.3,2.87,55.1
652.064,10304,1.7,90.4,2.88,55.1
652.104,9882,0.1,90.5,2.87,54.5
652.144,9642,0.0,90.7,2.87,53.8
652.184,9726,0.0,90.9,2.87,53.0
652.224,9605,0.0,91.0,2.87,51.8
652.264,9641,0.0,91.1,2.88,51.0
652.304,9523,0.0,91.1,2.88,49.5
652.344,9456,0.0,91.0,2.88,48.7
652.384,9308,0.0,91.0,2.88,47.4
652.424,9155,0.0,90.9,2.88,46.6
652.464,8956,0.0,91.0,2.88,45.6
652.504,8761,0.0,91.0,2.87,45.1
652.544,8564,0.0,91.2,2.86,44.3
652.584,8467,0.0,91.2,2.88,43.4
652.624,8325,0.0,91.2,2.88,42.8
652.664,8196,0.0,91.1,2.88,42.1
652.704,8053,0.0,91.0,2.89,41.0
652.744,7874,0.0,90.9,2.89,40.2
652.784,7710,0.0,90.9,2.89,40.1
652.824,7576,0.0,90.8,2.89,39.1
652.864,7478,0.0,90.8,2.90,38.4
652.904,7286,0.0,90.8,2.90,37.4
652.944,7127,0.0,90.8,2.90,37.1
652.984,7041,0.0,90.8,2.90,36.3
653.024,6868,0.0,90.7,2.90,35.8
653.064,6715,0.0,90.7,2.90,34.8
653.104,6593,0.0,90.8,2.89,34.2
653.144,6492,0.0,90.9,2.89,33.2
653.184,6339,0.0,90.8,2.89,32.1
653.224,6210,0.0,90.6,2.93,31.9
653.264,6054,0.0,90.6,2.93,31.4
653.304,5961,0.0,90.7,2.94,30.2
653.344,5894,0.0,90.7,2.94,29.3
653.384,5704,0.0,90.5,2.93,28.9
653.424,5536,0.0,90.6,2.93,28.5
653.464,5411,0.0,90.6,2.93,28.0
653.504,5407,0.0,90.2,2.94,27.2
653.544,5343,0.0,86.3,2.95,26.5
653.584,5198,0.0,84.8,2.94,26.1
653.624,5059,0.0,84.9,2.95,26.1
653.664,4990,0.0,88.7,2.97,26.1
653.704,4998,0.0,89.5,2.96,25.7
653.744,5010,0.0,86.2,2.95,25.4
653.784,4947,0.0,84.9,2.94,25.0
653.824,4822,0.0,84.8,2.95,25.2
653.864,4739,0.0,84.6,2.94,25.1
653.904,4715,0.0,84.2,2.95,24.7
653.944,4701,0.0,84.0,2.96,24.1
653.984,4674,0.0,84.5,2.95,23.8
654.024,4556,0.0,85.3,2.95,23.5
654.064,4468,0.0,88.0,2.95,23.4
654.104,4404,0.0,85.0,2.96,23.4
654.144,4338,0.0,84.3,2.95,23.7
654.184,4262,0.0,84.0,2.96,23.9
654.224,4204,0.0,83.9,2.96,23.6
654.264,4157,0.0,84.1,2.96,22.6
654.304,4078,0.0,84.4,2.95,21.9
654.344,3989,0.0,84.5,2.95,21.2
654.384,3935,0.0,84.0,2.92,20.5
654.424,4012,0.0,83.4,2.93,20.6
654.464,4156,0.0,83.4,2.93,20.5
654.504,4142,0.0,84.2,2.92,20.2
654.544,4034,0.0,84.8,2.93,20.0
654.584,3897,0.0,84.7,2.93,20.0
654.624,3893,0.0,84.3,2.93,20.4
654.664,3917,0.0,84.0,2.93,20.8
654.704,3872,0.0,84.2,2.93,21.2
654.744,3918,0.0,84.1,2.92,21.5
654.784,3927,0.0,84.6,2.92,21.6
654.824,3863,0.0,85.9,2.93,21.3
654.864,3882,0.0,90.1,2.93,21.0
654.904,3813,0.0,90.5,2.93,20.8
654.944,3689,0.2,90.6,2.92,20.7
654.984,3631,1.8,90.5,2.92,20.7
655.024,3531,4.5,90.5,2.91,20.5
655.064,3544,4.9,90.6,2.91,20.2
655.104,3696,5.1,90.6,2.90,20.0
655.144,3912,5.5,90.3,2.91,19.7
655.184,3990,7.8,90.2,2.91,19.7
655.224,4099,8.7,90.2,2.91,19.6
655.264,3957,8.8,90.5,2.92,19.6
655.304,3859,8.8,90.5,2.92,19.8
655.344,3898,8.9,90.5,2.93,20.4
655.384,4004,9.8,90.5,2.93,20.9
655.424,4025,11.4,90.4,2.92,21.5
655.464,4031,11.8,90.4,2.92,21.8
655.504,4067,11.9,90.3,2.93,21.9
655.544,4106,12.4,90.2,2.93,22.3
655.584,4107,13.3,90.3,2.93,22.6
655.624,4158,15.7,90.4,2.93,23.5
655.664,4180,18.6,90.3,2.93,23.9
655.704,4219,22.8,89.0,2.92,24.2
655.744,4352,29.6,85.0,2.92,24.0
655.784,4499,34.4,84.3,2.91,24.4
655.824,4629,36.0,84.4,2.93,24.5
655.864,4829,37.7,84.6,2.93,24.9
655.904,4933,37.7,89.5,2.93,25.4
655.944,5184,33.7,90.2,2.94,25.6
655.984,5341,28.0,90.7,2.93,25.8
656.024,5271,25.7,90.6,2.93,26.6
656.064,5186,24.9,90.5,2.92,27.0
656.104,5211,19.9,90.2,2.92,27.0
656.144,5279,12.6,90.0,2.91,27.0
656.184,5203,7.1,90.2,2.91,26.3
656.224,4992,6.0,90.4,2.91,26.2
656.264,5008,5.8,90.5,2.91,26.4
656.304,5011,5.9,90.3,2.90,27.0
656.344,5075,7.6,89.4,2.91,27.8
656.384,5125,15.1,85.1,2.91,27.8
656.424,5396,28.4,84.3,2.92,27.4
656.464,5911,41.8,83.5,2.91,27.2
656.504,6223,50.3,84.5,2.91,27.6
656.544,6377,50.7,89.6,2.91,28.8
656.584,6328,39.1,90.9,2.92,29.6
656.624,6391,25.0,91.3,2.92,30.2
656.664,6605,24.4,91.2,2.91,30.9
656.704,6699,31.6,91.2,2.90,32.0
656.744,6781,35.0,91.1,2.91,32.8
656.784,6857,35.4,91.2,2.91,32.9
656.824,6968,35.4,91.2,2.91,33.2
656.864,7070,35.3,91.2,2.91,33.7
656.904,7185,35.3,91.3,2.91,34.6
656.944,7171,35.1,91.3,2.91,35.0
656.984,7207,33.9,91.2,2.92,35.1
657.024,7257,30.0,91.2,2.91,35.7
657.064,7409,29.9,91.2,2.90,36.6
657.104,7513,32.2,91.3,2.92,36.9
657.144,7618,34.9,91.3,2.90,37.0
657.184,7734,37.7,91.4,2.92,37.7
657.224,7950,46.2,91.4,2.89,38.8
657.264,8072,53.7,91.5,2.90,39.0
657.304,8266,61.4,91.5,2.88,39.5
657.344,8472,65.9,91.6,2.88,40.9
657.384,8652,68.0,91.5,2.88,41.8
657.424,8753,61.7,91.5,2.87,42.3
657.464,8948,55.5,91.4,2.88,43.2
657.504,9204,53.3,91.4,2.88,44.6
657.544,9346,52.6,91.3,2.88,44.9
657.584,9456,52.0,91.2,2.88,45.5
657.624,9646,52.8,91.2,2.88,46.9
657.664,9692,54.3,91.2,2.87,47.4
657.704,9741,54.9,91.2,2.88,47.9
657.744,9958,54.4,91.3,2.87,49.0
657.784,10069,47.9,91.4,2.88,49.6
657.824,10121,32.7,91.3,2.88,49.8
657.864,10175,23.8,91.3,2.87,51.0
657.904,10227,19.7,91.2,2.88,51.0
657.944,10090,18.5,91.3,2.88,50.9
657.984,9936,19.9,91.3,2.88,51.6
658.024,9779,21.4,91.3,2.87,51.8
658.064,9558,21.8,91.4,2.89,51.1
658.104,9371,21.4,91.5,2.89,51.0
658.144,9327,19.7,91.5,2.89,50.8
658.184,9466,19.0,91.4,2.89,49.6
658.224,9423,19.0,91.3,2.88,48.9
658.264,9350,17.9,91.2,2.88,48.4
658.304,9303,17.4,91.0,2.90,47.7
658.344,9231,17.5,90.8,2.90,47.8
658.384,9099,17.7,90.7,2.89,47.7
658.424,9029,18.0,90.7,2.88,46.5
658.464,9021,18.6,90.7,2.89,46.3
658.504,8989,19.0,90.7,2.89,46.1
658.544,8911,19.1,90.8,2.89,45.2
658.584,8887,19.3,91.0,2.89,45.1
658.624,8858,20.5,91.0,2.88,45.3
658.664,8846,22.5,90.9,2.89,44.8
658.704,8817,24.8,90.9,2.88,44.5
658.744,8868,24.9,91.0,2.89,44.9
658.784,8932,21.2,91.2,2.89,44.2
658.824,8914,18.9,91.0,2.88,44.0
658.864,8820,17.9,91.0,2.89,43.8
658.904,8706,15.5,90.9,2.89,43.5
658.944,8532,12.4,90.9,2.89,43.5
658.984,8300,10.9,90.9,2.88,43.5
659.024,8005,10.7,90.9,2.89,43.7
659.064,7710,10.6,90.8,2.90,42.9
659.104,7850,10.8,90.8,2.89,42.1
659.144,7857,12.7,90.9,2.89,41.6
659.184,7758,13.3,90.9,2.90,40.8
659.224,7693,13.9,91.0,2.90,39.8
659.264,7648,15.0,90.9,2.90,39.5
659.304,7513,15.4,90.8,2.88,39.5
659.344,7375,15.5,90.8,2.90,38.5
659.384,7279,15.5,90.6,2.91,38.4
659.424,7198,16.0,90.6,2.92,37.9
659.464,7132,17.6,90.4,2.90,38.0
659.504,7137,19.3,85.3,2.91,36.7
659.544,7134,20.9,85.0,2.90,36.9
659.584,7142,21.4,86.3,2.91,37.3
659.624,7211,23.7,90.3,2.92,37.0
659.664,7340,26.6,89.9,2.92,36.6
659.704,7465,28.6,86.9,2.91,36.0
659.744,7474,28.8,84.3,2.92,35.9
659.784,7162,23.8,84.7,2.91,35.7
659.824,6969,9.6,88.8,2.91,36.4
659.864,7044,3.6,90.5,2.91,36.2
659.904,6906,3.6,91.1,2.90,36.5
659.944,6837,4.7,91.5,2.90,37.2
659.984,6690,4.8,91.6,2.90,37.1
660.024,6566,4.3,91.5,2.89,36.6
660.064,6412,3.9,91.4,2.88,36.8
660.104,6367,0.4,91.4,2.89,36.9
660.144,6532,0.0,91.4,2.90,36.1
660.184,6298,0.4,91.2,2.89,35.5
660.224,6086,8.6,91.2,2.89,35.5
660.264,6112,29.4,91.0,2.90,35.6
660.304,6274,48.8,90.9,2.90,34.8
660.344,6717,47.6,90.9,2.90,34.5
660.384,7106,28.7,91.0,2.91,34.7
660.424,6958,22.2,91.1,2.90,35.0
660.464,7106,29.3,91.1,2.90,35.0
660.504,7346,32.5,90.9,2.90,34.5
660.544,7548,27.4,91.1,2.91,34.4
660.584,7429,7.8,91.1,2.92,34.8
660.624,7113,0.4,91.3,2.91,34.7
660.664,6543,0.0,91.3,2.91,34.0
660.704,6259,0.5,91.1,2.90,33.3
660.744,6018,1.8,91.0,2.92,33.6
660.784,5846,0.2,90.9,2.91,33.8
660.824,5857,0.1,90.9,2.91,33.2
660.864,6082,0.9,91.1,2.90,32.4
660.904,5964,17.3,91.3,2.90,32.4
660.944,6161,54.6,91.4,2.91,32.3
660.984,6948,77.9,91.4,2.89,31.5
661.024,7771,82.3,91.5,2.88,31.6
661.064,7936,81.1,91.5,2.87,31.9
661.104,8130,63.0,91.5,2.88,33.2
661.144,8273,41.8,91.4,2.90,34.3
661.184,8834,38.6,91.2,2.90,35.1
661.224,9080,38.3,90.9,2.89,35.5
661.264,9239,34.6,90.8,2.90,36.6
661.304,9372,25.4,90.7,2.91,36.8
661.344,9216,5.9,90.8,2.91,37.4
661.384,8943,0.2,90.9,2.89,37.2
661.424,8527,0.0,91.0,2.91,37.1
661.464,7873,0.0,91.1,2.90,37.5
661.504,7380,0.0,91.2,2.90,37.5
661.544,7011,0.0,91.2,2.91,36.9
661.584,6656,0.0,91.0,2.91,36.1
661.624,6283,0.0,90.7,2.91,35.7
661.664,5921,0.3,90.3,2.90,35.8
661.704,5754,7.0,90.4,2.91,35.4
661.744,5893,30.9,90.7,2.90,34.5
661.784,5871,53.2,91.0,2.92,34.0
661.824,6513,58.0,91.2,2.90,33.7
661.864,7509,59.2,90.9,2.90,32.6
661.904,8116,56.9,90.5,2.89,32.6
661.944,8275,42.1,85.3,2.89,33.3
661.984,8433,26.1,84.5,2.90,34.0
662.024,8448,10.7,84.5,2.91,34.3
662.064,7967,0.9,85.8,2.90,34.6
662.104,7492,0.1,90.4,2.91,35.0
662.144,6773,0.0,90.5,2.90,35.9
662.184,6365,0.0,91.1,2.89,37.2
662.224,6054,0.0,91.2,2.90,37.5
662.264,6044,0.2,91.2,2.90,37.2
662.304,6069,4.2,91.2,2.90,36.6
662.344,5955,30.8,91.1,2.90,37.2
662.384,6318,53.4,90.9,2.90,36.5
662.424,6978,52.9,90.9,2.89,35.9
662.464,7563,26.9,91.1,2.91,35.6
662.504,7592,11.1,91.3,2.90,35.8
662.544,7394,7.6,91.4,2.91,36.1
662.584,7067,15.9,91.2,2.91,35.6
662.624,6962,31.5,91.1,2.89,35.2
662.664,7162,30.3,91.2,2.90,35.8
662.704,7430,6.4,91.2,2.91,36.0
662.744,7009,0.4,91.2,2.92,35.6
662.784,6644,3.5,91.1,2.90,35.5
662.824,6523,5.9,91.1,2.91,35.7
662.864,6442,3.0,91.0,2.90,35.9
662.904,6247,0.4,91.0,2.91,35.3
662.944,6243,6.6,91.0,2.90,34.8
662.984,6455,41.2,91.0,2.90,34.7
663.024,6946,67.1,90.8,2.90,34.3
663.064,7632,70.3,90.8,2.90,34.0
663.104,8154,70.2,90.8,2.89,33.9
663.144,8249,64.6,91.0,2.88,34.9
663.184,8550,38.9,91.3,2.89,35.8
663.224,8456,8.2,91.5,2.91,36.6
663.264,8358,0.3,91.4,2.91,36.8
663.304,8015,0.0,91.3,2.90,37.6
663.344,7686,0.7,91.1,2.92,38.0
663.384,7341,4.6,91.2,2.92,38.1
663.424,6935,10.1,91.1,2.92,37.8
663.464,6712,18.5,90.9,2.92,37.4
663.504,6742,27.1,90.7,2.91,37.7
663.544,7006,45.3,90.3,2.90,37.6
663.584,7550,71.3,90.1,2.90,36.8
663.624,8227,91.3,90.4,2.88,36.7
663.664,8471,98.5,90.6,2.87,37.6
663.704,8692,95.6,90.8,2.87,38.3
663.744,8887,88.0,90.6,2.87,39.4
663.784,9256,85.8,90.3,2.86,40.5
663.824,9569,85.5,90.5,2.87,41.6
663.864,9780,85.5,90.5,2.86,42.0
663.904,10049,85.7,90.8,2.86,42.6
663.944,10325,85.8,90.9,2.86,44.0
663.984,10612,85.6,90.7,2.85,44.3
664.024,10981,84.5,90.2,2.85,44.5
664.064,11243,80.0,90.3,2.85,45.5
664.104,11372,75.4,90.2,2.86,45.6
664.144,11487,74.3,87.9,2.84,45.7
664.184,11681,72.8,84.9,2.84,46.3
664.224,11807,72.1,84.5,2.85,46.1
664.264,11765,70.2,84.8,2.84,46.1
664.304,11782,62.7,84.9,2.86,46.8
664.344,11818,51.7,85.1,2.87,47.2
664.384,11635,32.6,89.5,2.90,47.0
664.424,11412,21.0,90.2,2.89,47.5
664.464,10857,25.4,90.2,2.87,48.1
664.504,10449,42.2,90.2,2.86,48.7
664.544,10128,50.6,90.4,2.86,49.6
664.584,9868,51.9,90.7,2.86,50.1
664.624,9844,52.6,91.0,2.87,51.7
664.664,10060,55.8,91.1,2.86,51.8
664.704,10386,61.3,91.0,2.84,50.7
664.744,10715,64.7,90.9,2.85,51.4
664.784,10740,66.5,90.7,2.85,50.9
664.824,10821,66.1,90.6,2.85,51.7
664.864,10907,65.0,90.6,2.85,52.5
664.904,11003,64.6,90.8,2.85,53.2
664.944,11002,63.6,90.9,2.86,53.8
664.984,10987,59.5,91.0,2.86,54.6
665.024,11096,58.2,90.9,2.86,55.0
665.064,11295,58.0,90.9,2.86,55.6
665.104,11394,58.1,90.9,2.84,56.0
665.144,11483,58.3,90.9,2.85,56.9
665.184,11600,60.2,90.9,2.86,57.7
665.224,11662,62.5,90.6,2.85,58.2
665.264,11768,62.9,90.3,2.85,58.3
665.304,11828,61.0,90.3,2.83,58.6
665.344,11936,51.4,90.5,2.85,59.3
665.384,11967,34.8,90.6,2.89,59.5
665.424,11798,20.6,90.5,2.89,59.5
665.464,11509,14.3,90.6,2.88,58.5
665.504,11038,6.4,90.5,2.88,58.3
665.544,10563,1.1,88.8,2.88,57.1
665.584,10273,0.0,84.8,2.89,53.7
665.624,10360,0.0,84.5,2.89,55.0
665.664,10185,0.0,86.2,2.89,54.4
665.704,10176,0.0,90.4,2.90,49.6
665.744,9992,0.0,90.7,2.87,51.6
665.784,9841,0.0,90.8,2.88,47.8
665.824,9632,0.0,90.8,2.88,49.0
665.864,9386,0.0,90.7,2.88,45.8
