TIME,RPM,TPS,Velocidade,itotal
212.433,3310,13.2,27.4,-7.51454562
212.473,3620,15.2,27.3,-8.248428571
212.513,3681,18.2,27.5,-8.326422
212.553,3776,22.7,28,-8.388788571
212.593,3945,26.1,28.6,-8.580375
212.633,3950,27.6,28.8,-8.531588542
212.673,3932,28.3,29,-8.43414
212.713,4087,28.6,29.2,-8.706569692
212.753,4125,29,29.7,-8.639583333
212.793,4132,29.4,30.2,-8.510962252
212.833,4063,29.6,30.3,-8.341218317
212.873,4110,29.6,29.9,-8.550586957
212.913,4097,29.5,29.9,-8.523541304
212.953,4184,29.4,30.1,-8.646701661
212.993,4117,29.4,30,-8.5365995
213.033,3914,29.3,29,-8.39553
213.073,3852,29.3,27.9,-8.588303226
213.113,3779,29.2,27.4,-8.579295438
213.153,3681,29.6,28,-8.177735893
213.193,3730,32.5,28.5,-8.141215789
213.233,3796,41.7,28.5,-8.285269474
213.273,3791,49.9,28.6,-8.245425
213.313,3797,60.6,29.4,-8.033754592
213.353,3831,73.9,30.1,-7.917187874
213.393,3994,82.8,30.4,-8.172591118
213.433,3971,88.9,30.5,-8.098887049
213.473,4012,96,30.6,-8.155766667
213.513,4078,99,31.4,-8.078725796
213.553,4180,99.9,31.9,-8.151
213.593,4277,99.9,32.3,-8.236866409
213.633,4380,99.9,32.4,-8.409194444
213.673,4373,99.9,32.9,-8.26816003
213.713,4421,99.9,33.3,-8.258507658
213.753,4568,99.9,33.6,-8.456917857
213.793,4680,100,34.1,-8.537225806
213.833,4717,99.9,34.4,-8.529679797
213.873,4746,99.9,35.1,-8.410966667
213.913,4858,99.9,35.7,-8.464758824
213.953,5109,99.9,36.4,-8.730916071
213.993,5126,100,36.3,-8.7841
214.033,5056,99.9,37.2,-8.454529032
214.073,5130,99.9,37.7,-8.4645
214.113,5220,99.9,38.1,-8.522574803
214.153,5243,99.9,38,-8.582653026
214.193,5120,99.9,38.7,-8.229705426
214.233,5187,100,39.5,-8.168540127
214.273,5424,99.9,40.1,-8.413963092
214.313,5466,99.9,40.2,-8.458023134
214.353,5499,99.9,41.4,-8.262446739
214.393,5622,99.9,42.1,-8.306805463
214.433,5748,99.8,42.2,-8.472851659
214.473,5863,99.8,42.9,-8.50135
214.513,5924,97.9,44.2,-8.337158824
214.553,6052,70.7,45,-8.365881333
214.593,6080,24,45,-8.404586667
214.633,5854,1.3,45.9,-7.93350915
214.673,5536,0.2,46.1,-7.469997397
214.713,5319,0.7,45.6,-7.255885855
214.753,5464,6.2,45.2,-7.519648673
214.793,5865,19.6,45,-8.107385
214.833,5975,25,44.7,-8.314874161
214.873,6040,28.3,44.4,-8.462121622
214.913,6413,37,44.8,-8.904479129
214.953,6933,47.4,45.4,-9.499278965
214.993,6948,55.5,45.4,-9.519831278
215.033,7412,60.7,45.7,-10.08891597
215.073,7681,62,46,-10.38688272
215.113,7744,57.7,45.7,-10.54082101
215.153,7753,30.7,46,-10.48424707
215.193,7875,4.2,46.9,-10.4448694
215.233,7469,0.6,47.3,-9.822603488
215.273,6976,0.4,47.7,-9.097318239
215.313,6733,0.4,47.9,-8.743763361
215.353,6479,0.4,47.5,-8.484762
215.393,6206,0.3,46.9,-8.231220256
215.433,5956,0.3,46.9,-7.8996371
215.473,5628,0.3,47,-7.448717872
215.513,5402,0.4,45.7,-7.352984902
215.553,5415,0.4,45.3,-7.435763245
215.593,5245,0.4,45.1,-7.234262195
215.633,4926,0.5,43.9,-6.979996128
215.673,4835,0.5,42.9,-7.01075
215.713,4833,0.6,42.5,-7.073806235
215.753,4939,0.6,41.3,-7.438995036
215.793,4962,0.6,40.5,-7.621264444
215.833,4831,1,40.7,-7.383595946
215.873,4952,2.9,40.1,-7.681774564
215.913,5142,8.6,39.3,-8.138883206
215.953,5110,11.8,38.6,-8.234910622
215.993,4980,12.5,38.3,-8.088274151
216.033,4945,12.7,37.6,-8.180950133
216.073,4978,13.1,37.5,-8.2575064
216.113,5178,13.7,37.2,-8.658534677
216.153,5351,15.3,37.2,-8.947821371
216.193,5658,20.8,37.7,-9.3357
216.233,5667,25.9,37.8,-9.325813095
216.273,4801,27.2,38.2,-7.817963482
216.313,4647,29.1,38.6,-7.488772927
216.353,5167,32.9,38.8,-8.283846263
216.393,5666,34.7,38.7,-9.107326357
216.433,5625,34.8,39.8,-8.791535804
216.473,5222,29.1,41.5,-7.82733759
216.513,5130,25.6,41.6,-7.670953125
216.553,5348,25.4,42,-7.92077
216.593,5524,25.2,41.6,-8.26010625
216.633,5523,25.1,41.3,-8.318600847
216.673,5583,25.1,41.2,-8.429381432
216.713,5621,25,41.9,-8.34497148
216.753,5824,25.1,42,-8.62576
216.793,5983,25.4,42.1,-8.840202257
216.833,6105,26.8,42.4,-8.956639741
216.873,5884,30.3,42.4,-8.632410849
216.913,5898,37,42.2,-8.693959479
216.953,6066,41.2,42.1,-8.962839192
216.993,5986,42.6,42.9,-8.6797
217.033,6040,43.1,43.3,-8.677094688
217.073,6018,43.3,42.8,-8.746488084
217.113,5681,43.3,42.8,-8.256696379
217.153,5515,43.4,42.5,-8.072013529
217.193,5230,43.4,42.1,-7.727604513
217.233,5005,43.5,41.4,-7.520193841
217.273,4792,43.9,42,-7.097294286
217.313,4863,44.8,42.1,-7.185342399
217.353,5234,46.7,41.2,-7.902450728
217.393,5312,47.6,40.9,-8.079045477
217.433,5227,47.8,41,-7.930378902
217.473,5097,48.6,40.6,-7.809332143
217.513,4980,49.3,40.2,-7.705992537
217.553,5018,54.2,39.7,-7.86258665
217.593,5067,65.1,39.5,-7.979562911
217.633,5072,71.4,39.6,-7.967266667
217.673,5260,74,38.9,-8.411267352
217.713,5577,79.4,38.7,-8.96427093
217.753,5655,84.8,38.9,-9.042911954
217.793,5339,86.8,39.5,-8.407911266
217.833,5034,87.5,39.5,-7.927594177
217.873,5308,87.6,40,-8.2546035
217.913,5589,87.6,40.2,-8.648351866
217.953,5364,87.2,40.8,-8.178127941
217.993,5394,86.9,40.9,-8.203759658
218.033,5626,86.9,41.5,-8.432899518
218.073,5734,86.8,42.1,-8.472291449
218.113,5879,86.8,42.5,-8.604781059
218.153,5888,86.7,43.5,-8.41984
218.193,6002,86.9,44.4,-8.408883108
218.233,6178,86.9,44.7,-8.597371141
218.273,6231,87,45.6,-8.499985855
218.313,6338,87.1,46.4,-8.49688125
218.353,6436,87,47.1,-8.500029299
218.393,6544,83.2,47.9,-8.498319833
218.433,6683,58.9,48.6,-8.553827469
218.473,6666,28.3,48.9,-8.47972454
218.513,6605,10.9,49.6,-8.283548891
218.553,6707,7.7,50.3,-8.294412227
218.593,6621,7.9,50.2,-8.204368625
218.633,6621,9.8,50.8,-8.107466634
218.673,6650,14.5,50.9,-8.126979371
218.713,6694,23.9,50.4,-8.261910119
218.753,6977,37.6,50.7,-8.560242308
218.793,7175,52.7,50.6,-8.820570652
218.833,7209,61.9,50.7,-8.844888462
218.873,7184,68.7,51.2,-8.728139063
218.913,7222,74,51.6,-8.706288953
218.953,7479,75.2,51.6,-9.01610843
218.993,7688,75.5,52.6,-9.091863878
219.033,7681,74.8,53.2,-8.981139192
219.073,7623,67.5,53.3,-8.89659878
219.113,7629,54.2,54.2,-8.755755443
219.153,7844,52.6,54.2,-9.002509594
219.193,8065,58.3,54.9,-9.138129781
219.233,8037,63,56,-8.927528304
219.273,8010,64.8,55.8,-8.929427419
219.313,8055,67,56.3,-8.899845027
219.353,8233,69.5,56.9,-9.000593409
219.393,8327,69.2,57.1,-9.071471716
219.433,8236,56.9,58.2,-8.80275567
219.473,8015,42.7,58.1,-8.581292169
219.513,7919,36,59,-8.349176186
219.553,8016,35.5,59.7,-8.352349749
219.593,8108,36.3,60,-8.405969
219.633,8132,37.1,60.9,-8.306257143
219.673,8149,38.4,60.5,-8.378653636
219.713,8213,40.5,60.9,-8.388992857
219.753,8275,42,61.3,-8.397167618
219.793,8320,42.7,61.2,-8.456627451
219.833,8390,45,62.1,-8.40418599
219.873,8421,46.6,62.2,-8.421676929
219.913,8481,47.7,62.6,-8.427485703
219.953,8518,52.1,63.1,-8.397182092
219.993,8645,60.5,63.1,-8.522380745
220.033,8721,66.9,63.9,-8.48966831
220.073,8893,72,63.8,-8.670675
220.113,8860,76.2,64.9,-8.492084746
220.153,8929,79.7,65.4,-8.492789679
220.193,9132,85.6,65.7,-8.646210959
220.233,9221,89.6,66.6,-8.612497072
220.273,9244,92.9,67,-8.582433134
220.313,9224,93.5,68.2,-8.413180645
220.353,9302,88.7,67.9,-8.521810162
220.393,9357,61.9,68.9,-8.447782075
220.433,9337,25.2,68.1,-8.528753084
220.473,9218,6.4,69,-8.310227391
220.513,9124,1.2,68.5,-8.28552438
220.553,8936,0.9,68.2,-8.150496774
220.593,8760,0.8,67.1,-8.12095082
220.633,8476,0.8,66.2,-7.964495166
220.673,8074,0.9,66.1,-7.598232526
220.713,7704,1.7,65.2,-7.35011227
220.753,7760,6.8,65,-7.42632
220.793,7895,15.9,63.4,-7.746190457
220.833,8216,27.5,62.7,-8.151136842
220.873,8519,37.3,61.7,-8.588726013
220.913,8957,41.5,61.4,-9.07443298
220.953,9283,43.1,62.1,-9.298695894
220.993,8758,40.5,61.9,-8.801153312
221.033,8383,15.6,62.7,-8.316818421
221.073,8297,1.3,62.3,-8.284348074
221.113,8239,0.5,62.6,-8.1870127
221.153,8081,0.8,63.4,-7.928684621
221.193,7870,1.1,63,-7.770688095
221.233,7557,1,63,-7.461637857
221.273,7269,0.6,61.3,-7.376315579
221.313,7336,0.4,60.6,-7.53029505
221.353,7110,0.5,60.4,-7.322475993
221.393,7129,0.9,59.4,-7.465647222
221.433,7278,3.6,59.1,-7.660372081
221.473,7287,13.4,57.4,-7.89700061
221.513,7205,22.3,57,-7.862930263
221.553,7317,25.3,56.8,-8.013274384
221.593,7517,25.9,55.4,-8.44034269
221.633,7603,26.1,55.5,-8.521524595
221.673,7803,26.2,55.6,-8.729957104
221.713,8076,25,55.4,-9.068006859
221.753,7567,17.5,55.4,-8.496484386
221.793,7068,10.5,56,-7.851159643
221.833,7190,9.7,55.2,-8.10242663
221.873,7261,9.8,55.7,-8.108985727
221.913,7296,9.9,55.4,-8.19219639
221.953,7234,10.1,55.5,-8.107945405
221.993,7182,10.5,55.4,-8.064193321
222.033,7124,11.3,53.9,-8.221677551
222.073,7120,12.9,53.7,-8.247664804
222.113,7053,16,52.9,-8.293608034
222.153,6960,19.9,52.5,-8.246605714
222.193,7036,23.5,52.8,-8.2892875
222.233,7058,25.5,50.5,-8.693918614
222.273,7028,26.6,49.5,-8.831853333
222.313,7140,30.2,50.2,-8.847484064
222.353,7243,35.4,50.6,-8.904166304
222.393,7230,37.1,51.3,-8.766903509
222.433,7218,35.9,51.8,-8.667870463
222.473,7035,16.4,50.1,-8.734773952
222.513,6904,1.6,49.1,-8.746707128
222.553,6766,0.6,49.1,-8.571874338
222.593,6676,0.9,48.4,-8.580177273
222.633,6512,1,48.6,-8.334958025
222.673,6300,1,49.1,-7.981496945
222.713,6123,1.1,48.6,-7.837062037
222.753,5848,1,47.5,-7.658417684
222.793,5533,1.1,47.2,-7.291954767
222.833,5481,1.1,46.8,-7.2851625
222.873,5654,1.1,44.9,-7.833119599
222.913,5453,1.5,44.6,-7.605467825
222.953,5306,5.5,44.9,-7.350996214
222.993,5384,10.6,43.6,-7.681461468
223.033,5249,11.5,43.1,-7.575731903
223.073,5166,11.8,43.2,-7.43868125
223.113,5111,13.7,42.7,-7.44566171
223.153,5151,17.5,41.3,-7.758303995
223.193,5345,23.3,40.3,-8.250266129
223.233,5572,28.8,40.2,-8.622046269
223.273,5540,31.1,39.7,-8.680496222
223.313,5280,32.3,39.6,-8.294
223.353,5108,34.8,40.3,-7.884445161
223.393,5313,37.2,40.1,-8.241774688
223.433,5601,38.3,39.7,-8.776075693
223.473,5342,38.5,40.2,-8.266147015
223.513,5080,38.5,40.2,-7.860731343
223.553,5249,38.6,40,-8.162851125
223.593,5640,38.5,39.3,-8.927129771
223.633,5467,38.6,39.3,-8.653301145
223.673,5172,38.4,39.9,-8.063264662
223.713,5063,36.4,39.9,-7.893331203
223.753,5267,33.6,38.9,-8.422461054
223.793,5333,32.3,38.5,-8.616604286
223.833,4985,31.1,38.7,-8.01271124
223.873,4954,30.9,38.4,-8.025092969
223.913,5065,30.9,37.3,-8.446871984
223.953,5030,29.1,36.9,-8.479434959
223.993,4881,18.4,37.1,-8.183897709
224.033,4876,5,37.1,-8.175514286
224.073,4728,1.1,36.1,-8.146959557
224.113,4477,0.8,35.6,-7.822802949
224.153,4323,0.6,35.5,-7.574991972
224.193,4440,0.6,35.1,-7.868666667
224.233,4374,0.6,33.8,-8.049842308
224.273,4266,0.5,32.8,-8.090442988
224.313,4241,0.6,31.9,-8.26995
224.353,4125,0.5,31.8,-8.069044811
224.393,4034,0.6,30.8,-8.147239286
224.433,3958,0.7,29.2,-8.431759932
224.473,3891,0.7,28.2,-8.582966489
224.513,3864,0.9,27.6,-8.7087
224.553,3781,3.5,27.4,-8.583835949
224.593,3761,6.2,27,-8.664926111
224.633,3752,6.7,26.1,-8.942266667
224.673,3723,6.9,25.6,-9.046453711
224.713,3874,7.6,25.4,-9.487487008
224.753,4024,7.8,25.4,-9.85483937
224.793,4121,7.7,25.4,-10.0923939
224.833,4130,8.3,25.4,-10.11443504
224.873,4156,8.7,24.8,-10.42435403
224.913,4217,9.2,24.2,-10.83960682
224.953,4286,10.2,23.6,-11.29706059
224.993,4348,10.3,23,-11.75944957
225.033,4524,9.4,22.6,-12.45200973
225.073,4608,9,22.4,-12.79645714
225.113,4542,8.9,21.4,-13.20257523
225.153,4665,8.9,20.2,-14.36565965
225.193,4820,8.9,19.4,-15.4550567
