TIME,RPM,TPS,Velocidade,itotal
242,3689,3.5,12.3,-311.1218305
242.04,3662,3.4,12.2,-311.3762263
242.08,3641,3.5,11.2,-337.2326365
242.12,3704,3.6,10.7,-359.0989555
242.16,3840,3.5,10.3,-386.741646
242.2,3777,3.5,10.1,-387.9292731
242.24,3905,3.6,9.9,-409.1784805
242.28,3982,3.6,9.8,-421.5044089
242.32,3869,3.7,9.6,-418.0752309
242.36,3917,3.7,9.4,-432.2675749
242.4,3948,3.9,9.4,-435.6886356
242.44,3836,4.1,9.2,-432.5314715
242.48,3890,4.3,9.1,-443.440291
242.52,3820,4.5,8.9,-445.2462782
242.56,3754,4.7,8.9,-437.5535414
242.6,3854,5.2,8.8,-454.3138532
242.64,3810,5.4,8.7,-454.289464
242.68,3957,5.6,8.7,-471.8171677
242.72,4004,5.8,8.5,-488.654705
242.76,3930,6.5,8.3,-491.1808198
242.8,3996,7.3,8.3,-499.429658
242.84,4088,8.9,8.1,-523.5435456
242.88,4241,10.1,8,-549.9272332
242.92,4246,11.1,7.9,-557.5448905
242.96,4404,11.4,7.9,-578.2919684
243,4596,11.6,7.7,-619.1790257
243.04,4799,11.7,7.5,-663.7681784
243.08,5048,11.2,7.4,-707.6435754
243.12,5507,1.9,7.2,-793.4316521
243.16,5740,0.7,7.1,-838.6494863
243.2,5581,0.5,6.9,-839.0539252
243.24,5317,0.5,6.8,-811.1192141
243.28,5043,0.5,6.6,-792.6326801
243.32,4781,0.5,6.4,-774.9357763
243.36,4499,0.5,6.2,-752.7508339
243.4,4284,0.5,5.9,-753.2244208
243.44,3998,0.5,5.6,-740.5965838
243.48,3856,0.6,5.4,-740.7475215
243.52,3833,0.5,5.2,-764.6495147
243.56,3667,0.7,5.2,-731.5339866
243.6,3503,1,4.9,-741.6021819
243.64,3346,4.3,4.9,-708.3645163
243.68,3294,8.2,4.9,-697.3558628
243.72,3340,9.7,4.5,-769.9471126
243.76,3454,9.9,4.4,-814.322807
243.8,3728,10.7,4.1,-943.2330043
243.84,4083,11.8,3.9,-1086.029731
243.88,4204,12.2,3.9,-1118.2143
243.92,4467,12.1,3.8,-1219.436801
243.96,4799,11.5,3.6,-1382.850372
244,5056,4.5,3.6,-1456.905914
244.04,5200,1.2,3.5,-1541.2115
244.08,5132,1,3.4,-1565.794172
244.12,5004,0.9,3.4,-1526.740849
244.16,4784,1,3.2,-1550.844072
244.2,4529,0.8,3.2,-1468.179933
244.24,4314,0.9,3.2,-1398.482719
244.28,4021,0.9,3.2,-1303.500003
244.32,3894,0.9,3.1,-1303.050343
244.36,3819,0.9,3.1,-1277.953072
244.4,3706,1,3.1,-1240.139849
244.44,3532,1,2.9,-1263.425502
244.48,3421,1,2.9,-1223.719887
244.52,3295,1.1,2.7,-1265.955956
244.56,3266,1.1,2.7,-1254.814007
244.6,3107,1.6,2.7,-1193.725389
244.64,2925,2.9,2.5,-1213.704056
244.68,2893,3.4,2.5,-1200.425926
244.72,2997,3.6,2.5,-1243.579848
244.76,3297,4,2.3,-1487.024256
244.8,3493,5.7,2.3,-1575.424849
244.84,3691,8.1,2.3,-1664.727488
244.88,3740,9.5,2.3,-1686.827637
244.92,4103,10.1,2.3,-1850.549143
244.96,4345,11.3,2.1,-2146.334605
245,4342,12.4,2.1,-2144.852671
245.04,4308,12.9,2.1,-2128.057417
245.08,4405,13.4,2.1,-2175.973288
245.12,4568,13.9,2.1,-2256.491709
245.16,4747,14.1,1.9,-2591.746808
245.2,4911,14.1,1.9,-2681.286829
245.24,5341,14.1,1.9,-2916.056394
245.28,5692,14.3,1.9,-3107.693877
245.32,6247,14.7,1.9,-3410.710409
245.36,6426,15.2,1.7,-3921.19772
245.4,6479,15.5,1.7,-3953.538753
245.44,6618,15.5,1.7,-4038.357689
245.48,6688,13.9,1.7,-4081.072261
245.52,6697,12.3,1.7,-4086.564135
245.56,6697,11.9,1.5,-4631.439353
245.6,6650,11.9,1.5,-4598.935598
245.64,6571,11.8,1.5,-4544.301626
245.68,6538,12.1,1.5,-4521.47984
245.72,6431,12.2,1.5,-4447.481929
245.76,6392,12.3,1.4,-4736.261494
245.8,6362,12.6,1.4,-4714.032482
245.84,6289,13.1,1.4,-4659.941886
245.88,6292,13.6,1.4,-4662.164787
245.92,6292,14,1.2,-5439.192252
245.96,6266,14.1,1.2,-5416.716251
246,6250,14.3,1.2,-5402.884866
246.04,6233,14.6,1.2,-5388.189019
246.08,6140,14.7,1.2,-5307.794092
246.12,6056,14.8,1.2,-5235.179319
246.16,5988,15,1.3,-4778.21163
246.2,5740,14.9,1.3,-4580.316425
246.24,5305,15,1.5,-3668.774939
246.28,4963,15,1.5,-3432.258251
246.32,4969,15,1.7,-3032.124412
246.36,4938,15,1.7,-3013.207959
246.4,4945,15,2,-2564.857503
246.44,5006,15,2,-2596.496797
246.48,5162,15.1,2.3,-2328.182957
246.52,5384,14.9,2.3,-2428.310159
246.56,5563,15.1,2.6,-2219.538351
246.6,5760,15.1,2.9,-2060.399459
246.64,6288,14.7,2.9,-2249.269409
246.68,6736,10.3,3.2,-2183.629947
246.72,7026,4.9,3.3,-2208.620746
246.76,6942,3.3,3.3,-2182.215374
246.8,6764,2.9,3.4,-2063.724041
246.84,6552,1.7,3.4,-1999.041975
246.88,6287,1.1,3.2,-2038.076229
246.92,6055,0.7,3.2,-1962.868072
246.96,5722,0.7,3.2,-1854.918432
247,5435,0.6,3.2,-1761.880755
247.04,5144,0.7,3.1,-1721.338204
247.08,4858,0.7,2.7,-1866.468599
247.12,4578,0.7,2.7,-1758.891158
247.16,4281,0.7,2.7,-1644.78223
247.2,4057,0.7,2.7,-1558.720277
247.24,3833,0.5,2.4,-1656.740615
247.28,3705,0.6,0.1,-38433.96178
247.32,3543,0.6,0,#DIV/0!
